gen,max result,min result,mean,std,best genome
1,0.9366000294685364,0.9261999726295471,0.9318000018596649,0.002817811876733058,[0 1 1 1 0 1 1 0 1 1 1 1 0]
2,0.9366000294685364,0.9312000274658203,0.9337300091981888,0.0015320343292280964,[0 1 1 1 0 1 1 0 1 1 1 1 0]
3,0.9366000294685364,0.9311000108718872,0.9344550192356109,0.0016677827776763368,[0 1 1 1 0 1 1 0 1 1 1 1 0]
4,0.9366000294685364,0.932200014591217,0.9350900232791901,0.0014963025597182589,[0 1 1 1 0 1 1 0 1 1 1 1 0]
5,0.9366000294685364,0.9297999739646912,0.9355850219726562,0.00169715236887539,[0 1 1 1 0 1 1 0 1 1 1 1 0]
6,0.9366000294685364,0.9355000257492065,0.9363250285387039,0.0004763155825985019,[0 1 1 1 0 1 1 0 1 1 1 1 0]
7,0.9366000294685364,0.9316999912261963,0.9361000269651413,0.0013457413893617725,[0 1 1 1 0 1 1 0 1 1 1 1 0]
8,0.9366000294685364,0.9307000041007996,0.9359650254249573,0.0016784826312313899,[0 1 1 1 0 1 1 0 1 1 1 1 0]
9,0.9366000294685364,0.9340999722480774,0.9364750266075135,0.0005448748388524949,[0 1 1 1 0 1 1 0 1 1 1 1 0]
